artists,track_name,popularity,duration_ms,danceability,energy,loudness,tempo,track_genre
Jon Bryant,Light,48,267306,0.512,0.359,-11.59,129.83,acoustic
Boyce Avenue;Alex Goot,A Thousand Miles,43,244173,0.564,0.731,-7.538,95.036,acoustic
Michael Logen,Darkness Within,33,252628,0.464,0.72,-7.466,160.057,acoustic
Ice Seguerra,Ikaw Lamang,25,282387,0.614,0.441,-9.375,117.991,acoustic
Ingrid Michaelson;A Great Big World,Over You,47,283266,0.292,0.281,-11.569,89.256,acoustic
Ingrid Michaelson,Stay Right Where You Are,39,281213,0.652,0.263,-9.836,119.957,acoustic
Carly Lyman;Jason Lux,(I Just) Died In Your Arms - Acoustic,47,211364,0.747,0.221,-10.528,118.029,acoustic
Jimmy Rogers,Walking By Myself,50,167266,0.621,0.519,-13.328,117.005,acoustic
Masaharu Fukuyama,KISSして,27,223333,0.324,0.873,-3.67,93.059,acoustic
Todd Carey,Nintendo,47,178659,0.723,0.93,-3.292,124.94,acoustic
Mone Kamishiraishi,Diamonds,26,300626,0.755,0.918,-3.558,111.017,acoustic
Ray LaMontagne,We'll Make It Through,51,361013,0.502,0.309,-12.12,119.236,acoustic
Steve Pulvers,Untainted Innocence,26,133500,0.586,0.115,-20.442,179.941,acoustic
Andrew Foy;Renee Foy;Stephan Baulig,Afterglow - Stephan Baulig Remix,37,213620,0.674,0.52,-10.106,116.029,acoustic
Chris Cresswell,To the Wind,25,187908,0.491,0.561,-7.225,151.943,acoustic
JJ Heller,What Love Really Means,45,236200,0.405,0.428,-9.506,145.515,acoustic
Hanare Gumi,PEOPLE GET READY,25,242001,0.667,0.0119,-16.177,133.277,acoustic
Rory Block,Lovin' Whiskey,26,246773,0.675,0.366,-13.493,72.662,acoustic
A Great Big World,Already Home,44,230186,0.602,0.404,-7.344,83.054,acoustic
Johnnyswim,Big Time,27,198136,0.439,0.532,-5.071,129.936,acoustic
Bobbylene,Canada,25,126951,0.608,0.15,-12.729,81.988,acoustic
Chris Cresswell,Meet Me in the Shade,24,180000,0.556,0.511,-5.425,81.613,acoustic
AJJ,I Am So Mad at You,27,104306,0.682,0.666,-4.823,93.992,acoustic
Joey Cape,Wind in Your Sails,25,226786,0.644,0.34,-6.759,129.997,acoustic
AJJ,Deathlessness,27,220832,0.554,0.655,-8.074,100.423,acoustic
Days N Daze,"Little Blue Pills, Pt..3",27,149214,0.565,0.611,-9.124,137.289,acoustic
Son&Dad;Filip Nordin,Drag Me Down,25,141176,0.879,0.411,-5.146,119.013,acoustic
Days N Daze,None Exempt,27,230691,0.425,0.752,-4.649,105.466,acoustic
Cannon's Jug Stompers,Going To Germany,28,154106,0.49,0.198,-13.405,106.71,acoustic
Frank Turner,Rivers,26,274133,0.279,0.498,-8.52,183.874,acoustic
Vendredi;ELLE,When I Was Your Man,25,209530,0.503,0.354,-7.493,72.295,acoustic
Chad Hates George,"Fry, Bacon, Fry (Die Pigs!)",26,203702,0.531,0.289,-13.246,124.157,acoustic
Violent Femmes,"Dance, Motherfucker, Dance!",27,197266,0.308,0.854,-8.006,193.395,acoustic
Marc Broussard;J.J. Grey,In the Midnight Hour (feat. J.J. Grey),26,159666,0.721,0.785,-4.473,111.993,acoustic
Vendredi;Chrissy Dave,Seven Nation Army - Acoustic Covers Versions of Popular Songs,25,142363,0.773,0.208,-9.482,109.822,acoustic
Get Dead,She's a Problem,25,152053,0.484,0.953,-3.557,97.429,acoustic
Adam Christopher,Mood - Acoustic,50,161000,0.751,0.29,-8.17,75.034,acoustic
Jason Mraz,Long Drive,43,230746,0.527,0.578,-8.65,148.134,acoustic
Kina Grannis,Issues,46,221568,0.485,0.126,-15.597,152.541,acoustic
Joe Brooks,Pink Sky Moon,34,224666,0.588,0.291,-11.464,101.158,acoustic
Chord Overstreet,Hold On,35,198853,0.609,0.443,-9.681,119.967,acoustic
Sara Farell,We Don't Talk Anymore,26,193762,0.289,0.432,-6.091,85.504,acoustic
J-Que Beenz,Beautiful Girls,45,238010,0.576,0.196,-13.639,118.075,acoustic
Tim Halperin,Something Beautiful,40,236100,0.524,0.768,-7.821,117.947,acoustic
Boyce Avenue,Right Here Waiting,51,248483,0.456,0.285,-7.999,177.561,acoustic
Roberto Diana;Muniesa,Cortes de Aragón,47,72167,0.426,0.0812,-21.651,85.204,acoustic
Bootstraps,Whenever You're Around,46,202348,0.531,0.5,-8.593,78.076,acoustic
Boyce Avenue,The One That Got Away,45,247704,0.655,0.502,-7.962,123.931,acoustic
Roses & Frey,With or Without You,55,166943,0.641,0.147,-14.812,111.913,acoustic
Kazuyoshi Saito,深夜高速,26,326706,0.474,0.727,-5.892,79.633,acoustic
Nathan Angelo,She's The Song - Acoustic,48,233306,0.617,0.319,-8.445,133.821,acoustic
Naotaro Moriyama,生きてることが辛いなら,26,273480,0.333,0.266,-6.42,129.249,acoustic
The Perishers,My Heart,45,206653,0.543,0.638,-6.875,102.719,acoustic
Masaharu Fukuyama,アクセス,27,263266,0.615,0.545,-12.572,110.335,acoustic
Graham Colton,Life's What You Make It,54,186109,0.655,0.686,-5.701,112.974,acoustic
Guus Dielissen,Memories (Instrumental Guitar),37,191506,0.491,0.185,-18.994,90.465,acoustic
Penny and Sparrow;Stephanie Briggs,Duet (feat. Stephanie Briggs),50,221786,0.213,0.185,-10.929,72.844,acoustic
Masaharu Fukuyama,追憶の雨の中 (Original Version),27,238866,0.345,0.919,-8.154,174.147,acoustic
Boyce Avenue;Jennel Garcia,Shallow,52,213900,0.649,0.336,-6.823,95.988,acoustic
Son&Dad;Filip Nordin,I Want It That Way - Acoustic Covers of Popular Songs,51,136470,0.392,0.253,-6.563,203.571,acoustic
Hanare Gumi,明日へゆけ,25,372600,0.542,0.0325,-18.346,131.935,acoustic
Yosui Inoue,青空、ひとりきり - Remastered 2018,26,260893,0.762,0.805,-4.696,116.141,acoustic
Sakura Fujiwara,Someday,26,235000,0.644,0.723,-4.954,105.969,acoustic
Correatown,All The World (I Tell Myself),38,273026,0.488,0.294,-14.717,76.647,acoustic
Rory Block,Cried Like A Baby,25,344514,0.704,0.488,-7.89,179.76,acoustic
Violent Femmes,Good Feeling,47,236840,0.369,0.319,-12.088,160.359,acoustic
Hanare Gumi,踊る人たち,25,305866,0.568,0.24,-13.851,94.933,acoustic
Aberola,Si Te Vas,26,216584,0.483,0.219,-13.27,149.581,acoustic
Front Porch Step,So Help Me God,25,257054,0.419,0.855,-4.782,154.098,acoustic
She/Her/hers,To-Do Lists (Color Coded),25,167999,0.566,0.835,-7.985,95.009,acoustic
Yosui Inoue,神無月にかこまれて - Remastered 2018,26,220213,0.633,0.647,-6.348,150.805,acoustic
Eric Lumiere,7 Years,25,244821,0.662,0.268,-7.394,111.594,acoustic
Gail Blanco,Make It Easy On Yourself,25,226320,0.391,0.322,-10.845,180.048,acoustic
Harley Poe,Hollow Man,26,191552,0.448,0.821,-6.405,104.687,acoustic
Corporate Hearts,Waves of Panic,26,153342,0.301,0.552,-7.19,166.406,acoustic
Frank Turner,Miranda,25,240866,0.524,0.578,-5.974,75.032,acoustic
Dan Andriano in the Emergency Room,"Of Peace, Quiet And Monsters",25,261000,0.479,0.285,-12.619,104.933,acoustic
Frank Turner,Little Life,25,215586,0.609,0.693,-6.395,119.992,acoustic
Violent Femmes,Black Girls,26,340266,0.608,0.61,-13.99,121.275,acoustic
Days N Daze,Kick Your Lawyer in the Face,26,140560,0.555,0.508,-12.851,122.037,acoustic
Days N Daze,Fast Track,26,144009,0.446,0.621,-5.065,113.896,acoustic
Harley Poe,Maria,26,196226,0.633,0.832,-6.84,130.912,acoustic
Taj Mahal,"Corinna - From ""The Natch'l Blues""",29,180920,0.621,0.294,-13.468,78.599,acoustic
Pigeon Pit,Tall Cans,26,186461,0.648,0.389,-8.275,86.36,acoustic
Chuck Ragan,You Get What You Give,26,217293,0.303,0.506,-6.89,161.463,acoustic
Frank Turner,Four Simple Words,25,297093,0.335,0.881,-6.48,96.9,acoustic
Limoblaze;Lecrae;Happi,Jireh (My Provider),64,168000,0.443,0.778,-7.564,128.25,afrobeat
Criolo,Ainda Há Tempo,44,318360,0.58,0.8,-7.528,81.303,afrobeat
Criolo,Fellini,42,171989,0.805,0.746,-5.211,127.922,afrobeat
Criolo,Lion Man,46,205440,0.582,0.66,-4.988,83.789,afrobeat
Criolo,Espiral de Ilusão,44,220800,0.776,0.314,-9.513,124.055,afrobeat
Criolo,Yemanjá Chegou,43,258359,0.711,0.515,-8.238,90.91,afrobeat
Criolo;Rael,Tô Pra Ver,41,254520,0.637,0.818,-6.851,90.571,afrobeat
BaianaSystem,Terapia,39,261400,0.79,0.814,-6.358,124.03,afrobeat
Plastilina Mosh,Aló,40,244933,0.797,0.609,-10.537,142.035,afrobeat
Criolo,Vasilhame,43,172440,0.506,0.876,-5.877,124.218,afrobeat
Criolo,Sucrilhos,46,240226,0.788,0.574,-9.068,160.027,afrobeat
Criolo,Chuva Ácida,39,180000,0.708,0.782,-6.419,94.038,afrobeat
Criolo,Breaco,40,177240,0.619,0.781,-6.548,182.026,afrobeat
BaianaSystem;BNegão,Reza Forte,38,232826,0.844,0.915,-4.06,145.997,afrobeat
Criolo,É o Teste,41,279720,0.66,0.728,-6.177,91.101,afrobeat
Criolo;MC Hariel;Liniker;Maria Vilani;Jaques Morelenbaum,Pequenina,42,273973,0.606,0.6,-7.785,159.971,afrobeat
Jorge Drexler;Sebastián Prada,Milonga de Ojos Dorados (Alfredo Zitarrosa) - Live on Pardelion Music,38,161342,0.67,0.273,-10.77,128.87,afrobeat
Criolo,Até Me Emocionei,38,175800,0.772,0.789,-7.159,84.96,afrobeat
Criolo;Emicida;Mano Brown,Vida Loka I - Live,44,271840,0.434,0.877,-5.945,82.109,afrobeat
Criolo,Demorô,37,138480,0.755,0.709,-5.066,140.989,afrobeat
BaianaSystem;Liz Reis,Guerra Batalha,36,146000,0.437,0.357,-7.6,120.088,afrobeat
BaianaSystem,Duas Cidades,44,226040,0.789,0.899,-6.363,97.999,afrobeat
Criolo,Mariô,41,217400,0.763,0.577,-7.085,90.015,afrobeat
Criolo;Emicida;Evandro Fióti,Só Mais Uma Noite - Live,37,188666,0.518,0.918,-5.548,98.777,afrobeat
Criolo,Pretos Ganhando Dinheiro Incomoda Demais,48,198920,0.637,0.715,-7.032,109.859,afrobeat
Criolo,Samba Sambei,37,222560,0.87,0.737,-8.372,136.07,afrobeat
Juanafé,La Makinita,42,226648,0.633,0.805,-5.523,143.028,afrobeat
Criolo;Milton Nascimento,Me Corte na Boca do Céu a Morte Não Pede Perdão,44,257146,0.428,0.3,-10.214,81.403,afrobeat
Criolo,Menino Mimado,44,227640,0.83,0.604,-5.25,144.008,afrobeat
Criolo,Aprendendo a Sobreviver,41,212826,0.817,0.619,-6.922,103.041,afrobeat
Juanafé,Tengo Luquita,45,223600,0.526,0.711,-4.373,176.27,afrobeat
Criolo,Primavera (Vai Chuva),41,244533,0.573,0.859,-4.346,147.906,afrobeat
Criolo;Emicida,A Cada Vento - Live,41,243373,0.651,0.861,-6.625,98.474,afrobeat
Samuca e a Selva,Detergente,36,327836,0.721,0.741,-6.597,131.001,afrobeat
Criolo,Nas Águas,41,235560,0.753,0.653,-5.511,115.802,afrobeat
Criolo,Plano de Voo,41,218880,0.571,0.69,-8.18,155.991,afrobeat
Juanafé,Chiquitita,46,284875,0.715,0.556,-6.102,87.973,afrobeat
Criolo,Freguês da Meia Noite,39,249600,0.634,0.393,-9.583,87.996,afrobeat
Criolo,Hora da Decisão,37,248520,0.731,0.575,-6.252,143.986,afrobeat
BaianaSystem,"Jah Jah Revolta, Pt. 2",39,309493,0.776,0.8,-4.704,143.989,afrobeat
BaianaSystem,Dia da Caça,38,269986,0.486,0.867,-5.237,109.003,afrobeat
Criolo,Fio de Pumo (Padê Onã),42,249960,0.77,0.819,-6.487,92.996,afrobeat
Criolo,Pegue Pra Ela,37,265200,0.611,0.738,-7.341,119.791,afrobeat
Criolo,Filha do Maneco,37,105360,0.674,0.518,-6.658,133.935,afrobeat
Criolo,Cria de Favela,36,171480,0.692,0.749,-4.948,111.986,afrobeat
Criolo,Boca Fofa,36,140280,0.717,0.784,-5.138,168.146,afrobeat
Criolo,Calçada,37,206760,0.817,0.771,-5.132,111.099,afrobeat
Criolo;Emicida,Zica Vai Lá - Live,35,238346,0.374,0.934,-5.322,167.661,afrobeat
Criolo;Emicida,Subirusdoistiozin - Live,37,211280,0.569,0.907,-5.619,94.346,afrobeat
Jackie Mittoo,Darker Shade of Black,40,194293,0.689,0.564,-7.276,87.474,afrobeat
Pompi,Meghar Jolonga,25,205597,0.353,0.548,-5.391,200.152,afrobeat
Menahan Street Band,Queens Highway,64,67720,0.778,0.399,-8.984,137.305,afrobeat
Criolo,Etérea,32,253097,0.824,0.72,-8.189,116.982,afrobeat
BaianaSystem,Cabeça de Papel,37,149720,0.724,0.833,-6.962,144.999,afrobeat
BaianaSystem,Invisível,36,195040,0.725,0.618,-9.842,112.681,afrobeat
Los Pirañas,"Lambada de Oceanía, África y América",33,246613,0.522,0.672,-9.058,155.833,afrobeat
BaianaSystem;Orquestra Afrosinfônica,Fogo (Versão Estendida),36,250354,0.455,0.738,-6.826,125.351,afrobeat
BaianaSystem;Makavelli;Jaymitta,Nauliza,35,220670,0.618,0.945,-4.49,169.967,afrobeat
Jorge Drexler,Mediterráneo,33,206999,0.585,0.588,-8.147,100.808,afrobeat
Criolo,Me Dê Motivo,33,267853,0.864,0.623,-5.966,132.008,afrobeat
BaianaSystem;Buguinha Dub;Curumin;Edgar,Sonar (Adubado),34,174538,0.694,0.82,-7.885,99.922,afrobeat
BaianaSystem,Forasteiro,35,210373,0.685,0.732,-8.589,127.999,afrobeat
Plastilina Mosh,Oxidados,35,148000,0.483,0.994,-6.676,182.051,afrobeat
Samuca e a Selva,À Beça,33,321351,0.721,0.654,-7.877,102.978,afrobeat
Los Amigos Invisibles,Sueño Erótico,35,242373,0.683,0.823,-6.475,120.03,afrobeat
Jorge Drexler;Gal Costa,"Negro Amor (It's All Over Now, Baby Clue)",35,246568,0.614,0.209,-11.445,119.948,afrobeat
Criolo,Povo Guerreiro,34,219071,0.793,0.658,-6.332,114.039,afrobeat
BaianaSystem,Navio,35,339413,0.591,0.873,-6.877,162.121,afrobeat
Criolo,No Sapatinho,35,303120,0.702,0.689,-6.112,84.063,afrobeat
Metá Metá,São Jorge,33,214177,0.64,0.732,-7.078,112.956,afrobeat
BaianaSystem;Cássia Eller,O Segundo Sol,37,148905,0.383,0.711,-8.113,137.036,afrobeat
Los Amigos Invisibles,Amar Es Algo Más,36,426306,0.692,0.746,-6.359,107.981,afrobeat
BaianaSystem;Samba de Lata de Tijuaçú,Redoma,34,156733,0.779,0.918,-6.912,100.041,afrobeat
Criolo;Emicida,Viva (Melô Dos Vileiros) - Live,32,213960,0.653,0.868,-6.12,82.15,afrobeat
Criolo,Samba Sambei (Dub Mix),32,220653,0.795,0.664,-10.679,136.029,afrobeat
BaianaSystem;VANDAL,CertoPeloCertoh,34,165160,0.726,0.72,-6.841,149.995,afrobeat
Mandrill,Fat City Strut,34,199360,0.422,0.862,-6.534,80.526,afrobeat
Samuca e a Selva;Luedji Luna,"Fé Cega, Faca Amolada",32,261552,0.795,0.573,-9.838,135.123,afrobeat
Juanafé,La Bala,34,213680,0.6,0.826,-5.654,98.046,afrobeat
Criolo,Chocolate,34,181013,0.759,0.79,-4.355,135.953,afrobeat
Criolo,Mariô - Live,33,267480,0.572,0.874,-7.523,94.006,afrobeat
Criolo;Emicida,Demorô - Live,33,213773,0.549,0.901,-6.208,152.298,afrobeat
BaianaSystem;As Ganhadeiras de Itapuã,Panela,33,173413,0.666,0.761,-5.472,143.035,afrobeat
BaianaSystem;BNegão,Reza Forte,35,232293,0.838,0.914,-4.026,146,afrobeat
Plastilina Mosh,Human Disco Ball,35,214960,0.797,0.99,-8.001,125.023,afrobeat
BaianaSystem,Bala na Agulha,36,247000,0.688,0.864,-4.957,180.052,afrobeat
Juanafé,La Jardinera,33,222408,0.696,0.724,-4.86,99.929,afrobeat
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,220.081,afrobeat
Hugh Masekela,Nontsokolo,0,356333,0.801,0.736,-8.897,105.009,afrobeat
Manu Dibango,Soul Makossa,0,265586,0.817,0.794,-8.324,116.423,afrobeat
Criolo;Emicida,Triunfo - Live,34,273426,0.54,0.945,-5.021,92.013,afrobeat
Criolo;Emicida,Grajauex - Live,33,191453,0.358,0.905,-5.776,176.67,afrobeat
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,108.127,afrobeat
Criolo;Emicida,Não Existe Amor Em SP - Live,35,392480,0.285,0.734,-6.956,140.224,afrobeat
Hugh Masekela,Women Of The Sun,0,334520,0.806,0.478,-11.387,89.938,afrobeat
Criolo;Emicida,Bogotá - Live,33,369773,0.532,0.908,-6.124,126.229,afrobeat
Jackie Mittoo,Black Organ,34,191506,0.837,0.598,-9.047,145.219,afrobeat
Manu Dibango,Dikalo - Remix 97,0,247626,0.784,0.869,-6.595,99.175,afrobeat
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,108.127,afrobeat
Ernest Ranglin,Stop That Train,3,336933,0.766,0.375,-13.456,81.626,afrobeat
Calle 13,Atrévete-Te-Te,75,239306,0.829,0.878,-5.951,87.991,afrobeat
El Michels Affair,Shimmy Shimmy Ya,49,145880,0.605,0.666,-5.77,100.138,afrobeat
Ali Farka Touré;Toumani Diabaté,Ruby,19,355840,0.361,0.31,-12.102,177.659,afrobeat
Criolo,4 da Manhã – Deluxe Edition,30,213480,0.6,0.476,-8.558,142.033,afrobeat
BaianaSystem;Orquestra Afrosinfônica;Antonio Carlos & Jocafi,Água (Versão Estendida),34,306750,0.74,0.8,-6.65,96.998,afrobeat
Jorge Drexler,Organdí,31,400362,0.531,0.249,-10.041,104.039,afrobeat
Los Amigos Invisibles;Ferraz,Sólo los dos (feat. Ferraz),34,210870,0.806,0.573,-9.905,104.994,afrobeat
Afrocidade,Tô pra Onda,29,235567,0.71,0.846,-3.981,118.025,afrobeat
Los Amigos Invisibles,Eres Mis Ganas,35,315600,0.562,0.876,-4.999,124.003,afrobeat
Calle 13,Bienvenidos A Mi Mundo,33,237026,0.658,0.715,-7.416,189.895,afrobeat
OQuadro;Dimak,Tá Amarrado,30,232826,0.881,0.834,-5.625,94.967,afrobeat
Nomade Orquestra;Russo Passapusso,Agente Russo,30,311453,0.724,0.902,-6.758,122.023,afrobeat
BaianaSystem;Nação Zumbi,Alfazema,32,199095,0.677,0.929,-6.017,129.996,afrobeat
Jorge Drexler,Crece,31,190600,0.649,0.51,-11.928,174.931,afrobeat
Romperayo,Alegria por un Zumo de Naranja Con Panela,30,213992,0.6,0.65,-16.989,131.078,afrobeat
Criolo,Cóccix-ência,31,289947,0.564,0.903,-6.173,164.047,afrobeat
Los Amigos Invisibles,Dulce,33,303213,0.758,0.819,-5.945,117.971,afrobeat
William Onyeabor,Ride On Baby - 1977 Version,31,390280,0.519,0.804,-4.716,104.883,afrobeat
Jorge Drexler,La nieve en la bola de nieve,30,295866,0.457,0.231,-17.316,133.083,afrobeat
BaianaSystem,Raminho,31,78880,0.588,0.711,-8.105,145.818,afrobeat
BaianaSystem,"Oxe, Como Era Doce",31,247226,0.69,0.695,-10.241,106.032,afrobeat
Jorge Drexler,Uno,30,169066,0.715,0.686,-9.727,130.945,afrobeat
Plastilina Mosh,Ode To Mauricio Garces,33,254080,0.463,0.718,-11.202,174.112,afrobeat
Jorge Drexler,Aquiles por su talón es Aquiles,31,214253,0.523,0.282,-11.418,132.44,afrobeat
Samuca e a Selva,Madurar,30,241322,0.716,0.713,-6.294,119.957,afrobeat
Plastilina Mosh,Te Lo Juro Por Madonna (Si Omba Ta Gueno),32,179840,0.539,0.968,-5.323,98.113,afrobeat
BaianaSystem;Carolaine,A Vida É Curta Pra Viver Depois,31,217866,0.682,0.703,-6.92,91.973,afrobeat
Plastilina Mosh,Bungaloo Punta Cometa,35,239920,0.744,0.771,-9.034,149.822,afrobeat
BaianaSystem,Dança de Airumã,31,227573,0.683,0.862,-4.55,108.001,afrobeat
BaianaSystem,"Barravenida, Pt. 2",31,392638,0.532,0.844,-6.393,137.954,afrobeat
Bixiga 70,Desengano da Vista,31,406573,0.535,0.644,-8.617,149.872,afrobeat
Samuca e a Selva,Flores Raras,31,267997,0.713,0.605,-8.45,100.014,afrobeat
BaianaSystem,Mercado,30,75026,0.596,0.394,-12.497,97.048,afrobeat
Metá Metá,Obá Iná,33,303882,0.605,0.708,-5.546,113.755,afrobeat
Jorge Drexler,Río abajo,30,186773,0.718,0.46,-11.107,95.564,afrobeat
Plastilina Mosh,Niño Bomba,35,223666,0.73,0.775,-8.161,107.153,afrobeat
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,220.081,afrobeat
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,108.127,afrobeat
BaianaSystem,Calamatraca,33,181706,0.657,0.72,-6.375,142.006,afrobeat
Orquestra Brasileira de Música Jamaicana,O Guarani,32,221506,0.683,0.783,-7.155,141.94,afrobeat
Tony Allen,Ikeja Roads,30,160948,0.777,0.598,-13.803,100.007,afrobeat
Jorge Drexler,La infidelidad de la era informática,30,183159,0.801,0.423,-4.918,139.987,afrobeat
Hugh Masekela;Gugu Shezi,Bambezela,0,261640,0.767,0.815,-9.309,111.992,afrobeat
BaianaSystem,Chapéu Panamá,31,183706,0.824,0.932,-4.664,105.01,afrobeat
Hugh Masekela,Makoti,0,274933,0.469,0.824,-10.785,220.081,afrobeat
Criolo;Emicida,Lion Man - Live,30,247680,0.438,0.702,-6.294,84.176,afrobeat
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,108.127,afrobeat
Los Amigos Invisibles,Sex Appeal,32,169786,0.758,0.728,-5.127,120.961,afrobeat
Los Amigos Invisibles,Corazón Tatú,33,260693,0.687,0.876,-6.438,126.015,afrobeat
Hugh Masekela,District Six - Live,0,527506,0.778,0.711,-11.367,108.127,afrobeat
CalledOut Music,Thank You Lord,45,133053,0.714,0.44,-10.676,91.997,afrobeat
Ali Farka Touré,Ai Du (with Ry Cooder),16,429973,0.57,0.225,-17.168,151.78,afrobeat
Bang Data,Bang Data,42,180973,0.605,0.835,-6.477,171.958,afrobeat
QUITAPENAS,La Educación,27,243560,0.497,0.916,-3.984,136.705,afrobeat
Morbo y Mambo,gorila,27,162146,0.742,0.617,-10.134,101.999,afrobeat
Plastilina Mosh,Shampoo,28,139133,0.716,0.509,-6.926,170.117,afrobeat
Los Amigos Invisibles,Canción Ecológica,30,261885,0.76,0.649,-9.064,105.009,afrobeat
Los Amigos Invisibles,Disco Ball,31,247646,0.754,0.818,-7.047,105,afrobeat
Letta Mbulu,There's Music In The Air,27,417600,0.607,0.34,-15.83,143.074,afrobeat
Tony Allen;Damon Albarn,Go Back,29,337493,0.501,0.911,-6.49,82.34,afrobeat
Los Amigos Invisibles,Contigo,30,252600,0.642,0.933,-5.562,131.982,afrobeat
Subhira,Cumbia Elemental,27,250200,0.555,0.623,-7.464,90.922,afrobeat
La Misa Negra,Acosadora - Radio Edit,28,232826,0.634,0.892,-4.395,99.998,afrobeat
Plastilina Mosh,JAJAJA,32,191472,0.714,0.889,-4.857,122.757,afrobeat
Plastilina Mosh,Enzo,31,235200,0.735,0.864,-4.801,90.037,afrobeat
Juanafé;Demian Rodríguez,Fuiste un Trozo de Hielo en la Escarcha,28,247750,0.714,0.532,-9.327,129.972,afrobeat
Jorge Drexler,Sea - Cara B,29,252573,0.466,0.342,-15.497,120.066,afrobeat
Newen Afrobeat,Chaltumay,28,356800,0.789,0.869,-6.758,124.947,afrobeat
Newen Afrobeat,Caminante,27,397573,0.604,0.904,-5.338,92.962,afrobeat
Juanafé,Como Ayer,29,217217,0.732,0.613,-8.872,102.481,afrobeat
BaianaSystem,Barravenida,27,297360,0.646,0.651,-10.789,133.985,afrobeat
BaianaSystem,Corneteiro Luís,29,219746,0.762,0.858,-4.589,126.005,afrobeat
Jorge Drexler,De amor y de casualidad,28,191466,0.741,0.564,-9.052,117.859,afrobeat
Mandrill,Mango Meat,28,286613,0.596,0.686,-7.915,103.949,afrobeat
Criolo,Língua Felina – Deluxe Edition,26,180480,0.77,0.797,-4.778,96.879,afrobeat
Los Amigos Invisibles;C-Funk;Mcklopedia,Como te Gusta (feat. C-Funk & McKlopedia),30,167717,0.84,0.632,-7.338,93.985,afrobeat
Los Amigos Invisibles,Si Tú Te Vas,30,278093,0.783,0.491,-9.672,134.955,afrobeat
Jorge Drexler,Nada menos,30,220413,0.695,0.514,-9.933,132.065,afrobeat
El Hijo De La Cumbia,La Mara Tomaza,26,230635,0.598,0.929,-4.382,92.603,afrobeat
BaianaSystem,Tubarão,28,142333,0.738,0.925,-4.205,131.065,afrobeat
BaianaSystem;Bule Bule;Rapadura,Oxe,30,198213,0.765,0.912,-3.823,107.999,afrobeat
Jorge Drexler,Tamborero,29,264293,0.833,0.579,-9.205,94.008,afrobeat
Los Amigos Invisibles,Espérame (Extended Mix),31,337882,0.75,0.775,-7.086,119.982,afrobeat
BaianaSystem,Amerikha Expressa,28,179306,0.39,0.661,-9.916,123.257,afrobeat
BaianaSystem,Jah Jah Revolta,30,321666,0.551,0.806,-8.328,143.876,afrobeat
The Budos Band,King Cobra,28,220306,0.667,0.548,-4.813,104.668,afrobeat
BaianaSystem;Roberto Mendes,Nesse Mundo,30,222613,0.747,0.521,-9.483,120.035,afrobeat
BaianaSystem;Claudia Manzo,Pachamama,29,158066,0.75,0.855,-4.441,150.03,afrobeat
Samuca e a Selva;Criolo,Cais,27,194777,0.714,0.431,-9.564,125.94,afrobeat
The New Mastersounds;Spellbinder,Fancy (feat. Spellbinder),30,358053,0.537,0.744,-7.267,153.109,afrobeat
Bixiga 70,Tema Di Malaika,27,247693,0.689,0.886,-8.548,107.983,afrobeat
BaianaSystem,O Carnaval Quem É Que Faz?,29,263146,0.603,0.849,-8.917,143.027,afrobeat
BaianaSystem,Rádio África,28,198720,0.736,0.948,-5.486,130.013,afrobeat
Jorge Drexler,Princesa bacana,28,190000,0.718,0.428,-13.17,139.956,afrobeat
Jackie Mittoo,Wall Street,29,434600,0.827,0.359,-12.863,135.421,afrobeat
Plastilina Mosh,Human Disco Ball,28,214266,0.806,0.99,-7.994,125.026,afrobeat
Los Amigos Invisibles,Cachete a Cachete,30,287533,0.781,0.755,-7.015,118.168,afrobeat
Criolo,Coroné Antonio Bento,28,202040,0.51,0.933,-4.89,176.083,afrobeat
BaianaSystem,Corneteiro Luís,30,219826,0.764,0.857,-4.618,126.009,afrobeat
Jorge Drexler,Aquellos tiempos,29,200026,0.552,0.499,-12.078,131.952,afrobeat
El Michels Affair,C.R.E.A.M.,55,174826,0.571,0.508,-8.118,96.825,afrobeat
Limoblaze;Moses Bliss,Grateful,45,224634,0.729,0.866,-5.656,131.913,afrobeat
CalledOut Music,Shout to the Lord,38,158000,0.599,0.499,-14.386,159.915,afrobeat
Limoblaze;Emandiong,Desire,49,204521,0.699,0.858,-6.603,115.113,afrobeat
Mulatu Astatke,Tezeta (Nostalgia),52,376640,0.547,0.356,-10.199,81.032,afrobeat
TJ Cream,The Vibe,26,163500,0.827,0.604,-8.976,140.923,afrobeat
Caê,O Caçador e a Flecha,25,211850,0.795,0.598,-7.021,108.992,afrobeat
Afrocidade,LadoB,25,180000,0.655,0.774,-5.295,192.004,afrobeat
Jor'dan Armstrong,YOU,27,188133,0.701,0.718,-5.677,93.028,afrobeat
BaianaSystem,BembaDub,26,168560,0.353,0.721,-6.3,170.026,afrobeat
Criolo,Dilúvio de Solidão,24,158040,0.73,0.646,-6.751,98.012,afrobeat
